Country,Lat,Lon,Number of Records,Year,child_mortality,fertility,gdp,life,population,region
Burundi,-3.333,29.749,1,1997,164.4,7.217,737,47.298,6181493,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1998,160.5,7.165,763,47.64,6223515,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1999,156.4,7.112,744,47.958,6283662,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2000,152.2,7.057,723,48.251,6374347,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2001,147.8,7,720,48.534,6499653,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2002,143.2,6.939,731,48.84,6656071,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2003,138.3,6.873,700,49.191,6838764,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2004,133,6.803,709,49.589,7039534,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2005,127.1,6.729,692,50.036,7251424,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2006,120.9,6.65,704,50.526,7474363,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2007,114.5,6.567,713,51.045,7707781,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2008,108.6,6.481,723,51.578,7943385,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2009,103.5,6.393,723,52.112,8170853,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2010,98.8,6.304,725,52.638,8382849,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2011,94.9,6.214,731,53.148,8575172,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2012,91.2,6.123,737,53.637,8749387,Sub-Saharan Africa
Burundi,-3.333,29.749,1,2013,87.8,6.033,747,54.104,8911183,Sub-Saharan Africa
Cambodia,12.69,104.444,1,1964,238.67,6.909,1548,41.9,5983575,East Asia & Pacific
Cambodia,12.69,104.444,1,1965,234.01,6.868,1579,42.103,6141404,East Asia & Pacific
Cambodia,12.69,104.444,1,1966,232.31,6.815,1608,42.332,6310320,East Asia & Pacific
Cambodia,12.69,104.444,1,1967,230.62,6.749,1647,42.538,6485769,East Asia & Pacific
Cambodia,12.69,104.444,1,1968,228.95,6.672,1678,42.621,6657435,East Asia & Pacific
Cambodia,12.69,104.444,1,1969,227.29,6.583,1660,42.46,6811663,East Asia & Pacific
Cambodia,12.69,104.444,1,1970,225.64,6.475,1643,41.662,6937996,East Asia & Pacific
Cambodia,12.69,104.444,1,1971,240.44,6.338,1539,40,7039481,East Asia & Pacific
Cambodia,12.69,104.444,1,1972,256.21,6.173,1440,38,7118136,East Asia & Pacific
Cambodia,12.69,104.444,1,1973,273.01,5.988,1161,35.8,7162333,East Asia & Pacific
Cambodia,12.69,104.444,1,1974,290.92,5.795,1101,33.1,7157572,East Asia & Pacific
Cambodia,12.69,104.444,1,1975,310,5.622,1096,19.8,7097800,East Asia & Pacific
Cambodia,12.69,104.444,1,1976,285.6,5.498,1116,17.1,6972559,East Asia & Pacific
Cambodia,12.69,104.444,1,1977,261.9,5.441,976,16.1,6796368,East Asia & Pacific
Cambodia,12.69,104.444,1,1978,235.9,5.459,1003,17.5,6618684,East Asia & Pacific
Cambodia,12.69,104.444,1,1979,207.8,5.545,891,19.8,6506208,East Asia & Pacific
Cambodia,12.69,104.444,1,1980,181.4,5.685,839,26,6505693,East Asia & Pacific
Cambodia,12.69,104.444,1,1981,159.1,5.85,822,35.788,6636869,East Asia & Pacific
Cambodia,12.69,104.444,1,1982,142,6.008,792,41.965,6883519,East Asia & Pacific
Cambodia,12.69,104.444,1,1983,130.4,6.13,791,47.105,7211815,East Asia & Pacific
Cambodia,12.69,104.444,1,1984,124.1,6.2,790,50.841,7570081,East Asia & Pacific
Cambodia,12.69,104.444,1,1985,121.2,6.21,787,53.067,7919802,East Asia & Pacific
Cambodia,12.69,104.444,1,1986,119.6,6.16,792,54.006,8250479,East Asia & Pacific
Cambodia,12.69,104.444,1,1987,118.4,6.065,920,54.278,8571130,East Asia & Pacific
Cambodia,12.69,104.444,1,1988,117.6,5.941,993,54.404,8885701,East Asia & Pacific
Cambodia,12.69,104.444,1,1989,117.4,5.792,1025,54.571,9203893,East Asia & Pacific
Cambodia,12.69,104.444,1,1990,117.3,5.623,996,54.896,9531928,East Asia & Pacific
Cambodia,12.69,104.444,1,1991,117.4,5.438,1055,55.404,9868226,East Asia & Pacific
Cambodia,12.69,104.444,1,1992,117.8,5.24,1096,55.993,10205755,East Asia & Pacific
Cambodia,12.69,104.444,1,1993,118.6,5.033,1004,56.592,10539239,East Asia & Pacific
Cambodia,12.69,104.444,1,1994,120,4.825,1058,57.219,10862069,East Asia & Pacific
Cambodia,12.69,104.444,1,1995,121.5,4.62,1091,57.89,11169233,East Asia & Pacific
Cambodia,12.69,104.444,1,1996,122.6,4.423,1117,58.616,11458858,East Asia & Pacific
Cambodia,12.69,104.444,1,1997,122.5,4.236,1148,59.395,11731187,East Asia & Pacific
Cambodia,12.69,104.444,1,1998,120.4,4.059,1176,60.224,11986128,East Asia & Pacific
Cambodia,12.69,104.444,1,1999,115.7,3.896,1285,61.1,12224414,East Asia & Pacific
Cambodia,12.69,104.444,1,2000,108.3,3.75,1368,62.03,12446949,East Asia & Pacific
Cambodia,12.69,104.444,1,2001,98.7,3.619,1448,63.019,12653684,East Asia & Pacific
Cambodia,12.69,104.444,1,2002,88.3,3.504,1516,64.055,12845222,East Asia & Pacific
Cambodia,12.69,104.444,1,2003,78.8,3.401,1617,65.116,13024171,East Asia & Pacific
Cambodia,12.69,104.444,1,2004,71.3,3.31,1755,66.177,13193961,East Asia & Pacific
Cambodia,12.69,104.444,1,2005,65.4,3.23,1957,67.199,13357574,East Asia & Pacific
Cambodia,12.69,104.444,1,2006,60.4,3.162,2136,68.143,13515884,East Asia & Pacific
Cambodia,12.69,104.444,1,2007,55.8,3.102,2321,68.984,13669857,East Asia & Pacific
Cambodia,12.69,104.444,1,2008,51.5,3.051,2442,69.71,13822644,East Asia & Pacific
Cambodia,12.69,104.444,1,2009,47.3,3.007,2409,70.315,13977903,East Asia & Pacific
Cambodia,12.69,104.444,1,2010,43.1,2.966,2513,70.811,14138255,East Asia & Pacific
Cambodia,12.69,104.444,1,2011,39.3,2.929,2646,71.22,14305183,East Asia & Pacific
Cambodia,12.69,104.444,1,2012,35.8,2.894,2790,71.577,14478320,East Asia & Pacific
Cambodia,12.69,104.444,1,2013,32.9,2.861,2942,71.916,14656016,East Asia & Pacific
Cameroon,4.4,12.131,1,1964,262.8,5.89,1910,43.303,5909450,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1965,257.6,5.949,1917,43.74,6048706,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1966,250.7,6.005,1973,44.184,6193834,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1967,242.1,6.058,1992,44.639,6345309,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1968,232.4,6.11,2084,45.111,6503500,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1969,222.4,6.159,2146,45.598,6668834,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1970,212.8,6.205,2169,46.103,6841763,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1971,204.5,6.247,2190,46.625,7022124,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1972,198.2,6.286,2238,47.159,7210272,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1973,194,6.322,2224,47.699,7407756,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1974,191.9,6.356,2274,48.24,7616558,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1975,191,6.391,2338,48.775,7837926,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1976,190.7,6.429,2324,49.304,8072879,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1977,190.1,6.47,2386,49.82,8320635,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1978,188.6,6.516,2444,50.319,8578425,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1979,185.8,6.563,2505,50.793,8842355,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1980,181.9,6.609,2671,51.236,9109727,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1981,176.5,6.651,3034,51.642,9379109,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1982,170.2,6.683,3188,52.01,9651552,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1983,163.4,6.703,3319,52.337,9929831,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1984,156.4,6.708,3476,52.624,10218016,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1985,149.8,6.697,3675,52.87,10518855,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1986,144.2,6.669,3821,53.082,10832919,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1987,139.8,6.627,3526,53.263,11158600,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1988,136.9,6.572,3271,53.415,11493770,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1989,135.8,6.508,2895,53.536,11835344,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1990,136.2,6.434,2768,53.619,12180819,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1991,138.2,6.352,2586,53.652,12529904,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1992,140.9,6.264,2434,53.631,12882506,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1993,144,6.173,2177,53.554,13236573,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1994,147.1,6.08,2160,53.426,13589699,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1995,150,5.989,2188,53.246,13940337,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1996,152.2,5.903,2233,53.017,14287475,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1997,153.5,5.823,2289,52.753,14631908,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1998,153.6,5.749,2338,52.472,14976200,Sub-Saharan Africa
Cameroon,4.4,12.131,1,1999,152.3,5.682,2369,52.199,15324051,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2000,149.2,5.621,2404,51.96,15678269,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2001,144.9,5.567,2447,51.782,16039737,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2002,139.8,5.515,2480,51.679,16408085,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2003,134.7,5.464,2514,51.663,16783366,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2004,129.7,5.413,2540,51.74,17165267,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2005,125.3,5.358,2532,51.912,17553589,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2006,121.2,5.299,2547,52.173,17948395,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2007,117.6,5.235,2564,52.502,18350022,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2008,113.8,5.167,2571,52.878,18758778,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2009,109.9,5.094,2554,53.288,19175028,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2010,106,5.017,2571,53.718,19598889,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2011,102.2,4.939,2610,54.16,20030362,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2012,98.7,4.859,2661,54.61,20468943,Sub-Saharan Africa
Cameroon,4.4,12.131,1,2013,95.2,4.78,2739,55.065,20913595,Sub-Saharan Africa
Canada,59.2067,-111.1937,1,1964,28.2,3.513,16464,71.69,19309343,America
Canada,59.2067,-111.1937,1,1965,27.1,3.149,17243,71.79,19678005,America
Canada,59.2067,-111.1937,1,1966,26,2.814,18022,71.92,20078135,America
Canada,59.2067,-111.1937,1,1967,25,2.596,18240,72.13,20501867,America
Canada,59.2067,-111.1937,1,1968,23.9,2.456,18900,72.29,20931716,America
Canada,59.2067,-111.1937,1,1969,23,2.405,19614,72.45,21342600,America
Canada,59.2067,-111.1937,1,1970,22,2.311,19842,72.65,21716855,America
Canada,59.2067,-111.1937,1,1971,21,2.137,20688,72.98,22048431,America
Canada,59.2067,-111.1937,1,1972,19.9,1.965,21532,72.88,22344104,America
Canada,59.2067,-111.1937,1,1973,19,1.875,22797,73.11,22614673,America
Canada,59.2067,-111.1937,1,1974,18,1.83,23405,73.19,22876657,America
Canada,59.2067,-111.1937,1,1975,17,1.831,23593,73.49,23142272,America
Canada,59.2067,-111.1937,1,1976,16,1.782,24563,73.92,23416090,America
Canada,59.2067,-111.1937,1,1977,15.1,1.75,25095,74.21,23695198,America
Canada,59.2067,-111.1937,1,1978,14.2,1.697,25853,74.54,23975639,America
Canada,59.2067,-111.1937,1,1979,13.3,1.695,26665,74.9,24250641,America
Canada,59.2067,-111.1937,1,1980,12.5,1.68,26678,75.14,24516277,America
Canada,59.2067,-111.1937,1,1981,11.8,1.652,27171,75.55,24769849,America
Canada,59.2067,-111.1937,1,1982,11.2,1.636,26031,75.76,25016047,America
Canada,59.2067,-111.1937,1,1983,10.6,1.62,26525,76.13,25266950,America
Canada,59.2067,-111.1937,1,1984,10.1,1.624,27781,76.43,25538860,America
Canada,59.2067,-111.1937,1,1985,9.7,1.61,29016,76.41,25842588,America
Canada,59.2067,-111.1937,1,1986,9.4,1.594,29482,76.56,26183106,America
Canada,59.2067,-111.1937,1,1987,9.1,1.576,30288,76.86,26554540,America
Canada,59.2067,-111.1937,1,1988,8.8,1.599,31356,76.93,26943398,America
Canada,59.2067,-111.1937,1,1989,8.6,1.658,31550,77.2,27330298,America
Canada,59.2067,-111.1937,1,1990,8.3,1.715,31163,77.51,27700854,America
Canada,59.2067,-111.1937,1,1991,8,1.714,30090,77.69,28051725,America
Canada,59.2067,-111.1937,1,1992,7.7,1.711,29977,77.95,28386162,America
Canada,59.2067,-111.1937,1,1993,7.4,1.682,30424,77.83,28704519,America
Canada,59.2067,-111.1937,1,1994,7.2,1.685,31505,78.01,29009032,America
Canada,59.2067,-111.1937,1,1995,6.9,1.67,32101,78.13,29302092,America
Canada,59.2067,-111.1937,1,1996,6.7,1.631,32290,78.4,29582222,America
Canada,59.2067,-111.1937,1,1997,6.5,1.567,33310,78.61,29850242,America
Canada,59.2067,-111.1937,1,1998,6.4,1.556,34389,78.83,30113972,America
Canada,59.2067,-111.1937,1,1999,6.3,1.544,35810,79.05,30383823,America
Canada,59.2067,-111.1937,1,2000,6.2,1.507,37314,79.41,30667365,America
Canada,59.2067,-111.1937,1,2001,6.2,1.536,37563,79.65,30967236,America
Canada,59.2067,-111.1937,1,2002,6.2,1.513,38270,79.77,31281727,America
Canada,59.2067,-111.1937,1,2003,6.1,1.542,38621,79.95,31608562,America
Canada,59.2067,-111.1937,1,2004,6.1,1.548,39436,80.25,31943605,America
Canada,59.2067,-111.1937,1,2005,6.1,1.566,40284,80.36,32283413,America
Canada,59.2067,-111.1937,1,2006,6,1.613,41012,80.78,32627978,America
Canada,59.2067,-111.1937,1,2007,5.9,1.657,41432,80.592,32977334,America
Canada,59.2067,-111.1937,1,2008,5.8,1.6808,41468,80.743,33327954,America
Canada,59.2067,-111.1937,1,2009,5.7,1.668,39884,80.814,33675448,America
Canada,59.2067,-111.1937,1,2010,5.6,1.6269,40773,80.986,34016593,America
Canada,59.2067,-111.1937,1,2011,5.4,1.61,41567,81.157,34349561,America
Canada,59.2067,-111.1937,1,2012,5.3,1.664,41865,81.323,34674708,America
Canada,59.2067,-111.1937,1,2013,5.2,1.67,42213,81.482,34993747,America
Cape Verde,15.416,-23.36,1,1964,188,6.989,895,49.505,233809,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1965,186.19,6.993,905,49.686,240301,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1966,184.39,6.99,915,49.959,246724,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1967,182.61,6.982,923,50.344,253087,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1968,180.85,6.97,930,50.851,259610,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1969,179.1,6.954,936,51.479,266624,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1970,164.3,6.935,942,52.213,274282,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1971,150.7,6.913,856,53.031,282888,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1972,138.5,6.887,805,53.893,292150,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1973,127.6,6.855,788,54.766,300922,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1974,118,6.818,757,55.628,307657,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1975,109.5,6.771,771,56.465,311349,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1976,102.3,6.714,759,57.272,311403,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1977,96.3,6.645,749,58.057,308423,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1978,91.4,6.564,814,58.827,304077,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1979,87.7,6.473,886,59.579,300726,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1980,85.2,6.375,1189,60.314,300047,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1981,83.7,6.274,1269,61.036,302737,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1982,82.6,6.174,1276,61.746,308230,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1983,81.6,6.075,1366,62.442,315410,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1984,80.2,5.979,1385,63.116,322560,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1985,78,5.883,1469,63.755,328481,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1986,75.1,5.784,1474,64.341,332775,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1987,71.8,5.68,1538,64.865,335966,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1988,68.2,5.565,1546,65.326,338857,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1989,65.1,5.441,1589,65.727,342646,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1990,62.8,5.307,1609,66.081,348165,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1991,61.2,5.164,1597,66.401,355655,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1992,60.3,5.016,1728,66.709,364727,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1993,59.6,4.863,1827,67.022,374820,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1994,58.6,4.708,2120,67.354,385101,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1995,56.6,4.55,2361,67.712,394946,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1996,53.5,4.388,2568,68.1,404166,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1997,49.3,4.221,2794,68.511,412893,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1998,44.3,4.05,3082,68.939,421203,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,1999,39.4,3.876,3363,69.381,429278,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2000,35.2,3.701,3772,69.835,437238,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2001,31.8,3.527,3784,70.296,445096,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2002,29.5,3.357,3910,70.761,452740,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2003,28.3,3.192,4006,71.223,460031,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2004,27.7,3.037,4352,71.678,466784,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2005,27.7,2.895,4604,72.121,472883,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2006,28,2.77,4937,72.548,478267,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2007,28.3,2.66,5666,72.959,483023,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2008,28.4,2.567,6031,73.354,487371,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2009,28.3,2.49,5941,73.733,491621,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2010,27.9,2.427,6005,74.094,495999,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2011,27.3,2.375,6206,74.439,500585,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2012,26.6,2.331,6224,74.771,505335,Sub-Saharan Africa
Cape Verde,15.416,-23.36,1,2013,25.9,2.292,6232,75.093,510213,Sub-Saharan Africa
Chad,15.981,18.781,1,1964,272.01,6.318,1409,39.066,3219259,Sub-Saharan Africa
Chad,15.981,18.781,1,1965,270.28,6.337,1387,39.351,3288547,Sub-Saharan Africa
Chad,15.981,18.781,1,1966,268.57,6.362,1334,39.671,3357972,Sub-Saharan Africa
Chad,15.981,18.781,1,1967,266.86,6.393,1315,40.032,3427888,Sub-Saharan Africa
Chad,15.981,18.781,1,1968,265.17,6.432,1281,40.435,3499681,Sub-Saharan Africa
Chad,15.981,18.781,1,1969,263.48,6.477,1341,40.873,3575273,Sub-Saharan Africa
Chad,15.981,18.781,1,1970,259.62,6.528,1338,41.331,3655905,Sub-Saharan Africa
Chad,15.981,18.781,1,1971,255.96,6.582,1334,41.79,3742580,Sub-Saharan Africa
Chad,15.981,18.781,1,1972,252.3,6.636,1216,42.229,3834574,Sub-Saharan Africa
Chad,15.981,18.781,1,1973,251,6.688,1131,42.635,3929341,Sub-Saharan Africa
Chad,15.981,18.781,1,1974,249.5,6.736,1258,43,4023300,Sub-Saharan Africa
Chad,15.981,18.781,1,1975,248.1,6.78,1441,43.325,4114094,Sub-Saharan Africa
Chad,15.981,18.781,1,1976,246.7,6.82,1387,43.618,4201073,Sub-Saharan Africa
Chad,15.981,18.781,1,1977,245.3,6.857,1253,43.894,4285738,Sub-Saharan Africa
Chad,15.981,18.781,1,1978,243.7,6.892,1217,44.164,4370560,Sub-Saharan Africa
Chad,15.981,18.781,1,1979,242,6.925,946,44.431,4459072,Sub-Saharan Africa
Chad,15.981,18.781,1,1980,240.1,6.958,891,44.699,4554089,Sub-Saharan Africa
Chad,15.981,18.781,1,1981,238.1,6.99,880,44.967,4656116,Sub-Saharan Africa
Chad,15.981,18.781,1,1982,236,7.023,884,45.229,4765160,Sub-Saharan Africa
Chad,15.981,18.781,1,1983,233.5,7.056,983,45.478,4882913,Sub-Saharan Africa
Chad,15.981,18.781,1,1984,230.9,7.089,994,45.711,5011242,Sub-Saharan Africa
Chad,15.981,18.781,1,1985,228.2,7.124,1202,45.916,5151339,Sub-Saharan Africa
Chad,15.981,18.781,1,1986,225.5,7.161,1122,46.084,5304490,Sub-Saharan Africa
Chad,15.981,18.781,1,1987,222.8,7.199,1058,46.211,5470211,Sub-Saharan Africa
Chad,15.981,18.781,1,1988,220.1,7.238,1185,46.299,5645708,Sub-Saharan Africa
Chad,15.981,18.781,1,1989,217.3,7.276,1221,46.351,5826974,Sub-Saharan Africa
Chad,15.981,18.781,1,1990,214.6,7.313,1111,46.375,6011224,Sub-Saharan Africa
Chad,15.981,18.781,1,1991,212,7.346,1169,46.382,6197766,Sub-Saharan Africa
Chad,15.981,18.781,1,1992,209.4,7.376,1223,46.385,6387856,Sub-Saharan Africa
Chad,15.981,18.781,1,1993,207,7.399,999,46.395,6583079,Sub-Saharan Africa
Chad,15.981,18.781,1,1994,204.8,7.416,1066,46.419,6785842,Sub-Saharan Africa
Chad,15.981,18.781,1,1995,202.7,7.425,1044,46.455,6998108,Sub-Saharan Africa
Chad,15.981,18.781,1,1996,200.6,7.426,1032,46.499,7219081,Sub-Saharan Africa
Chad,15.981,18.781,1,1997,198.3,7.419,1054,46.543,7448585,Sub-Saharan Africa
Chad,15.981,18.781,1,1998,195.8,7.405,1090,46.587,7689836,Sub-Saharan Africa
Chad,15.981,18.781,1,1999,193,7.384,1045,46.639,7946982,Sub-Saharan Africa
Chad,15.981,18.781,1,2000,190.2,7.354,998,46.708,8222327,Sub-Saharan Africa
Chad,15.981,18.781,1,2001,187.3,7.315,1073,46.809,8517944,Sub-Saharan Africa
Chad,15.981,18.781,1,2002,184.6,7.268,1120,46.952,8831199,Sub-Saharan Africa
Chad,15.981,18.781,1,2003,181.9,7.212,1237,47.146,9153893,Sub-Saharan Africa
Chad,15.981,18.781,1,2004,179.4,7.147,1592,47.393,9474792,Sub-Saharan Africa
Chad,15.981,18.781,1,2005,177,7.074,1803,47.696,9785902,Sub-Saharan Africa
Chad,15.981,18.781,1,2006,174.6,6.992,1755,48.053,10084087,Sub-Saharan Africa
Chad,15.981,18.781,1,2007,171.5,6.902,1755,48.452,10371839,Sub-Saharan Africa
Chad,15.981,18.781,1,2008,168,6.805,1753,48.881,10653762,Sub-Saharan Africa
Chad,15.981,18.781,1,2009,164,6.702,1772,49.332,10937089,Sub-Saharan Africa
Chad,15.981,18.781,1,2010,160.1,6.596,1953,49.794,11227208,Sub-Saharan Africa
Chad,15.981,18.781,1,2011,156,6.486,1896,50.259,11525496,Sub-Saharan Africa
Chad,15.981,18.781,1,2012,151.6,6.375,2003,50.724,11830573,Sub-Saharan Africa
Chad,15.981,18.781,1,2013,147.1,6.263,2055,51.182,12141876,Sub-Saharan Africa
Chile,-23.176,-69.201,1,1964,126.8,5.185,6537,58.756,8457066,America
Chile,-23.176,-69.201,1,1965,115.9,5,6451,59.258,8655738,America
Chile,-23.176,-69.201,1,1966,104.5,4.799,7026,59.782,8849016,America
Chile,-23.176,-69.201,1,1967,94.1,4.593,7114,60.321,9037026,America
Chile,-23.176,-69.201,1,1968,86.2,4.392,7231,60.874,9220343,America
Chile,-23.176,-69.201,1,1969,81.7,4.202,7364,61.441,9400225,America
